epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,2020.63,0.49662,0.39598,0.97607,0.9618,0.9669,0.995,0.94581,0.37063,0.25785,0.8519,3.71964e-05,3.71964e-05,3.71964e-05
186,2031.31,0.51245,0.36345,0.98246,0.96714,0.96951,0.995,0.94788,0.37384,0.25684,0.85202,3.51322e-05,3.51322e-05,3.51322e-05
187,2042.06,0.51278,0.39758,0.97346,0.96684,0.96684,0.995,0.94767,0.36144,0.2546,0.84726,3.30681e-05,3.30681e-05,3.30681e-05
188,2052.68,0.5118,0.39497,0.97167,0.96275,0.97128,0.995,0.94569,0.37607,0.25835,0.85111,3.10039e-05,3.10039e-05,3.10039e-05
189,2063.29,0.53511,0.40259,1.00434,0.96516,0.96944,0.995,0.93505,0.38579,0.26055,0.85307,2.89398e-05,2.89398e-05,2.89398e-05
190,2074.04,0.51488,0.36555,0.98959,0.96464,0.9611,0.995,0.94312,0.36314,0.26157,0.84777,2.68757e-05,2.68757e-05,2.68757e-05
191,2114.32,0.41174,0.24419,0.90547,0.9602,0.95327,0.995,0.94016,0.37054,0.27976,0.851,2.48115e-05,2.48115e-05,2.48115e-05
192,2124.78,0.41367,0.23904,0.92871,0.95748,0.9531,0.995,0.93993,0.38111,0.28866,0.85451,2.27474e-05,2.27474e-05,2.27474e-05
193,2135.13,0.43272,0.28886,0.94331,0.95692,0.94903,0.995,0.9466,0.36682,0.28815,0.8509,2.06832e-05,2.06832e-05,2.06832e-05
194,2145.61,0.47563,0.2683,0.96922,0.96099,0.95531,0.995,0.94208,0.37235,0.28355,0.85198,1.86191e-05,1.86191e-05,1.86191e-05
195,2156.18,0.41483,0.24781,0.9119,0.96239,0.95428,0.995,0.94158,0.38237,0.28573,0.85439,1.65549e-05,1.65549e-05,1.65549e-05
196,2166.83,0.43419,0.24601,0.94231,0.96574,0.95807,0.995,0.93967,0.37595,0.27644,0.85222,1.44908e-05,1.44908e-05,1.44908e-05
197,2177.21,0.43812,0.29203,0.93083,0.96448,0.95504,0.995,0.94907,0.36603,0.27662,0.84933,1.24266e-05,1.24266e-05,1.24266e-05
198,2187.73,0.4193,0.23002,0.90557,0.9608,0.95602,0.995,0.9475,0.36377,0.27943,0.8487,1.03625e-05,1.03625e-05,1.03625e-05
199,2198.11,0.42324,0.24646,0.91157,0.95284,0.9581,0.995,0.95254,0.36776,0.27874,0.84958,8.2983e-06,8.2983e-06,8.2983e-06
200,2208.57,0.40727,0.23074,0.90824,0.95345,0.95989,0.995,0.95254,0.37232,0.27758,0.84998,6.23415e-06,6.23415e-06,6.23415e-06
